     1→import io
     2→import base64
     3→import json
     4→import re
     5→import time
     6→import asyncio
     7→import httpx
     8→from PIL import Image
     9→import logging
    10→from collections import Counter
    11→from typing import List, Optional, Dict, Any, Tuple
    12→
    13→from core.config import LOCAL_AI_ENDPOINT, MODEL_NAME, LLM_MODE, LLM_API_KEY, PROMPT_VARIANT
    14→from core.ollama_service import generate as llm_generate, LLMError
    15→
    16→logger = logging.getLogger(__name__)
    17→LLM_QUEUE_LOCK = asyncio.Lock()
    18→
    19→PRO_TA_SYSTEM_PROMPT = """Ты — алгоритмический трейдер. Работай СТРОГО ПО ФАКТУ.
    20→
    21→ЖЁСТКИЕ ПРАВИЛА:
    22→- Запрещены сценарии, предположения, "возможно", "надеюсь".
    23→- Каждое поле JSON отделяй запятой.
    24→- После каждого строкового значения обязателен разделитель.
    25→- Не пропускай запятые между полями.
    26→- Не выдумывай данные, уровни, новости, объёмы или индикаторы.
    27→- Анализируй только закрытые свечи.
    28→- Если данных недостаточно, прямо укажи это.
    29→- Приоритет у старших таймфреймов.
    30→- Фибо используй только как контекст коррекции, не для SL/TP и не для сигналов.
    31→- Не смешивай вход и выход: вход = триггер, выход = SL/TP.
    32→- Работай только по подтверждённому пробою и объёму.
    33→- Импульс не считать трендом без закрепления и подтверждения объёмом.
    34→- Определи, не находится ли рынок в зоне завершения импульса (риск конца 5-й волны и ABC).
    35→- Если цена между ключевыми уровнями и без подтверждения — no_signal или accumulation.
    36→- false_breakout ставь только если есть явный выход за границу зоны, возврат внутрь и объёмное подтверждение. Если есть только реакция у уровня без явного выхода — используй retest, reversal или no_signal.
    37→
    38→ПРИМЕРЫ ОТВЕТОВ (few-shot):
    39→
    40→ПРИМЕР 1 — no_signal (цена между уровнями, без подтверждения):
    41→{
    42→  "price": 63895.5,
  1957→            f"Stack: bias={stack.get('stack_bias','?')} align={stack.get('alignment','?')} "
  1958→            f"dom={stack.get('dominant_tf','?')} | {' '.join(f'{k}:{v}' for k,v in (stack.get('directions') or {}).items())}"
  1959→        )
  1960→
  1961→    # Per-TF zones
  1962→    tfs = ctx.get("timeframes") or {}
  1963→    for tf, data in tfs.items():
  1964→        if not isinstance(data, dict):
  1965→            continue
  1966→        lines.append(
  1967→            f"{tf}: [{data.get('lower','?')}–{data.get('upper','?')}] "
  1968→            f"mode={data.get('market_mode','?')} swing={data.get('swing_direction','?')} "
  1969→            f"pivots={data.get('pivot_count','?')} pos={data.get('price_position','?')}"
  1970→        )
  1971→
  1972→    # Confluence levels
  1973→    confluence = ctx.get("confluence_levels") or []
  1974→    if confluence:
  1975→        cf_str = ", ".join(
  1976→            f"{c.get('level','?')}({'+'.join(c.get('timeframes',[]))},{c.get('priority','?')})"
  1977→            for c in confluence[:6]
  1978→        )
  1979→        lines.append(f"Confluence: {cf_str}")
  1980→
  1981→    return "\n".join(lines) if lines else "ZigZag недоступен."
  1982→
  1983→
  1984→async def analyze_multi_images(
  1985→    images: List[bytes],
  1986→    market_type: str = "crypto",
  1987→    prev_analysis: Optional[Dict[str, Any]] = None
  1988→) -> Dict[str, Any]:
  1989→    b64_images = [prepare_image_for_llm(img) for img in images]
  1990→    b64_images = [img for img in b64_images if img]
  1991→
  1992→    if not b64_images:
  1993→        return {"error": True, "message": "Не удалось обработать изображение."}
  1994→
  1995→    if isinstance(prev_analysis, dict):
  1996→        metrics_str = str(prev_analysis.get("metrics") or "Данные недоступны.")
  1997→        tf_ctx_str = str(prev_analysis.get("tf_context") or "Один таймфрейм.")
  1998→        bt_str = str(prev_analysis.get("backtest") or "Статистика ещё формируется.")
  1999→        zigzag_str = _format_zigzag_context_compact(prev_analysis.get("zigzag_context") or {})
  2000→        volume_str = json.dumps(prev_analysis.get("volume_context") or {}, ensure_ascii=False, indent=2)

[showing lines 1-2000 of 2147; use offset=2001 with limit to continue reading]
